loc,lloc,scloc,comments,single_comments,multi_comments,blanks,h1,h2,n1,n2,vocabulary,length,calculated_length,volume,difficulty,effort,time,bugs,Experince Based ,LargeClass,smell_type
49,20,40,4,4,0,5,2,5,12,14,7,26,13.60964047,72.99122797,2.8,204.3754383,11.35419102,0.024330409,,1.0,LargeClass
4469,2363,4049,14,15,0,405,12,251,395,516,263,911,2043.876982,7323.455199,12.33466135,90332.33983,5018.463324,2.441151733,,1.0,LargeClass
475,199,235,25,25,143,72,16,152,93,185,168,278,1165.684982,2055.064244,9.736842105,20009.83606,1111.657559,0.685021415,,1.0,LargeClass
290,152,198,27,35,20,37,7,90,100,141,97,241,603.9182631,1590.578995,5.483333333,8721.674822,484.5374901,0.530192998,,1.0,LargeClass
292,158,221,6,5,5,61,5,285,184,315,290,499,2335.732802,4081.774636,2.763157895,11278.58781,626.5882117,1.360591545,,1.0,LargeClass
353,174,258,39,39,0,56,7,29,26,35,36,61,160.5329333,315.3654251,4.224137931,1332.147054,74.00816968,0.105121808,,1.0,LargeClass
220,124,107,1,11,62,40,2,6,4,8,8,12,17.509775,36.0,1.333333333,48.0,2.666666667,0.012,,1.0,LargeClass
134,106,111,0,0,0,23,1,4,4,4,5,8,8.0,18.57542476,0.5,9.28771238,0.515984021,0.006191808,,1.0,LargeClass
335,271,266,22,22,0,47,4,35,52,57,39,109,187.5249056,576.1088419,3.257142857,1876.468799,104.2482666,0.192036281,,1.0,LargeClass
242,203,213,0,0,0,29,4,35,27,54,39,81,187.5249056,428.1175797,3.085714286,1321.048532,73.3915851,0.14270586,,1.0,LargeClass
286,234,246,0,0,0,40,4,35,27,54,39,81,187.5249056,428.1175797,3.085714286,1321.048532,73.3915851,0.14270586,,1.0,LargeClass
809,482,479,64,58,125,147,19,210,164,319,229,483,1700.702181,3786.33543,14.43095238,54640.42628,3035.579238,1.26211181,,1.0,LargeClass
575,280,315,44,40,99,121,19,171,131,247,190,378,1349.163403,2861.40542,13.72222222,39264.84104,2181.380058,0.953801807,,1.0,LargeClass
1128,701,742,126,120,85,181,20,286,215,403,306,618,2420.161764,5103.065687,14.09090909,71906.83468,3994.824149,1.701021896,,1.0,LargeClass
462,306,302,36,35,58,67,16,181,123,244,197,367,1421.472106,2797.293018,10.78453039,30167.49155,1675.971753,0.932431006,,1.0,LargeClass
382,224,226,25,24,68,64,16,87,49,100,103,149,624.5360841,996.2885786,9.195402299,9161.274286,508.9596825,0.332096193,,1.0,LargeClass
386,141,135,2,4,158,89,11,60,39,72,71,111,392.4671835,682.6219303,6.6,4505.30474,250.2947078,0.227540643,,1.0,LargeClass
420,180,313,79,79,0,28,6,137,122,193,143,315,987.9401704,2255.359471,4.226277372,9531.774699,529.5430388,0.75178649,,1.0,LargeClass
1569,1166,1178,164,155,0,236,18,343,583,1047,361,1630,2963.826865,13848.24369,27.47230321,380443.1496,21135.73054,4.616081231,,1.0,LargeClass
382,263,297,14,17,0,68,8,41,51,65,49,116,243.6596322,651.3063419,6.341463415,4130.235339,229.4575188,0.217102114,,1.0,LargeClass
278,231,233,7,7,0,38,6,114,65,127,120,192,794.4592366,1326.122994,3.342105263,4432.042639,246.2245911,0.442040998,,1.0,LargeClass
748,593,633,21,21,0,94,5,100,77,151,105,228,675.9952595,1530.847978,3.775,5778.951117,321.0528398,0.510282659,,1.0,LargeClass
832,552,603,27,20,0,209,8,192,169,272,200,441,1480.3128,3370.94058,5.666666667,19101.99662,1061.222034,1.12364686,,1.0,LargeClass
559,393,455,9,12,0,92,15,297,313,513,312,826,2498.256138,6843.742233,12.95454545,88657.56983,4925.420546,2.281247411,,1.0,LargeClass
993,539,775,73,73,0,145,12,255,218,332,267,550,2081.579676,4433.382762,7.811764706,34632.54299,1924.030166,1.477794254,,1.0,LargeClass
625,297,290,44,42,199,94,20,188,139,270,208,409,1506.701266,3149.479845,14.36170213,45231.89139,2512.882855,1.049826615,,1.0,LargeClass
1069,452,443,42,37,437,152,22,407,302,569,429,871,3626.343684,7616.750272,15.37837838,117133.2677,6507.403761,2.538916757,,1.0,LargeClass
263,197,192,1,1,0,70,1,6,3,6,7,9,15.509775,25.2661943,0.5,12.63309715,0.701838731,0.008422065,,1.0,LargeClass
365,265,274,13,14,16,61,9,47,34,59,56,93,289.595001,540.0840078,5.64893617,3050.900086,169.4944492,0.180028003,,1.0,LargeClass
265,162,202,17,11,15,37,2,11,8,13,13,21,40.05374781,77.70923408,1.181818182,91.83818573,5.10212143,0.025903078,,1.0,LargeClass
135,27,112,9,9,0,14,5,8,12,24,13,36,35.60964047,133.2158299,7.5,999.1187239,55.50659577,0.044405277,,1.0,LargeClass
463,339,239,8,109,0,115,6,16,11,21,22,32,79.509775,142.7018118,3.9375,561.8883839,31.21602133,0.047567271,,1.0,LargeClass
710,419,454,171,169,0,87,15,225,149,280,240,429,1816.704127,3392.056066,9.333333333,31659.18994,1758.843886,1.130685355,,1.0,LargeClass
194,133,132,36,35,0,27,13,50,62,117,63,179,330.2985258,1069.933106,15.21,16273.68255,904.0934748,0.356644369,,1.0,LargeClass
191,146,144,5,5,0,42,7,44,22,44,51,66,259.8664757,374.3800726,3.5,1310.330254,72.79612522,0.124793358,,1.0,LargeClass
446,178,188,101,101,93,64,10,114,89,165,124,254,812.1687426,1766.365863,7.236842105,12782.91085,710.1617139,0.588788621,,1.0,LargeClass
807,376,322,26,35,299,151,8,88,47,91,96,138,592.4299824,908.7248251,4.136363636,3758.816322,208.823129,0.302908275,,1.0,LargeClass
570,225,224,4,3,239,104,13,79,58,112,92,170,546.1043954,1109.005533,9.215189873,10219.69655,567.7609196,0.369668511,,1.0,LargeClass
386,184,152,4,4,164,66,6,30,16,32,36,48,162.7164929,248.1564001,3.2,794.1004802,44.11669335,0.0827188,,1.0,LargeClass
805,337,339,48,46,288,132,17,73,44,85,90,129,521.3440611,837.4490494,9.897260274,8288.451208,460.4695116,0.279149683,,1.0,LargeClass
665,379,393,27,29,138,105,14,100,62,118,114,180,717.6885879,1229.920203,8.26,10159.14087,564.3967152,0.409973401,,1.0,LargeClass
636,433,440,30,30,108,58,15,215,173,307,230,480,1724.464822,3765.835224,10.70930233,40329.46793,2240.525996,1.255278408,,1.0,LargeClass
108,63,63,5,1,32,12,9,40,37,70,49,107,241.4064488,600.7739533,7.875,4731.094882,262.8386046,0.200257984,,1.0,LargeClass
1431,552,560,79,80,485,306,14,146,82,155,160,237,1103.017355,1735.296958,7.431506849,12895.87123,716.4372907,0.578432319,,1.0,LargeClass
133,50,103,0,0,10,20,5,34,19,38,39,57,184.5833771,301.2679265,2.794117647,841.7780299,46.7654461,0.100422642,,1.0,LargeClass
337,158,159,5,4,128,46,12,76,42,87,88,129,517.862041,833.2666788,6.868421053,5723.226399,317.9570222,0.27775556,,1.0,LargeClass
500,278,292,39,40,83,85,17,149,109,213,166,322,1145.142978,2374.762697,12.15100671,28855.75747,1603.097637,0.791587566,,1.0,LargeClass
1132,662,641,35,51,235,205,19,262,147,283,281,430,2185.467449,3497.803318,10.26145038,35892.53519,1994.029733,1.165934439,,1.0,LargeClass
690,471,528,23,23,24,115,11,146,155,242,157,397,1087.768133,2895.964437,9.116438356,26400.88127,1466.715626,0.965321479,,1.0,LargeClass
113,39,93,5,3,5,12,6,21,12,24,27,36,107.7484409,171.1759501,3.428571429,586.8889717,32.60494287,0.05705865,,1.0,LargeClass
889,512,697,56,39,27,126,18,398,277,545,416,822,3512.435249,7151.761448,12.3241206,88139.17061,4896.62059,2.383920483,,1.0,LargeClass
441,237,218,13,19,126,78,9,60,32,61,69,93,382.9427607,568.0927745,4.575,2599.024443,144.3902468,0.189364258,,1.0,LargeClass
906,418,434,22,17,305,150,16,205,203,357,221,560,1638.29342,4361.225433,13.93170732,60759.31628,3375.517571,1.453741811,,1.0,LargeClass
307,186,199,34,28,22,58,14,87,67,131,101,198,613.839053,1318.325874,10.54022989,13895.45777,771.9698762,0.439441958,,1.0,LargeClass
589,348,426,38,41,52,70,13,169,100,185,182,285,1298.854341,2139.721472,7.115384615,15224.94125,845.8300692,0.713240491,,1.0,LargeClass
917,504,462,40,70,206,179,17,155,104,200,172,304,1197.286151,2257.584485,10.96774194,24760.60403,1375.589113,0.752528162,,1.0,LargeClass
522,273,307,4,4,137,74,14,206,139,273,220,412,1636.722078,3205.920202,9.276699029,29740.35683,1652.242046,1.068640067,,1.0,LargeClass
276,143,130,3,6,85,55,7,39,21,40,46,61,225.782171,336.9372793,3.58974359,1209.518439,67.19546881,0.112312426,,1.0,LargeClass
399,125,108,22,23,178,90,12,47,34,60,59,94,304.085226,552.9684466,7.659574468,4235.502996,235.305722,0.184322816,,1.0,LargeClass
126,80,83,5,5,14,24,7,39,29,53,46,82,225.782171,452.9320804,4.756410256,2154.330793,119.685044,0.15097736,,1.0,LargeClass
7112,2401,2624,291,264,2695,1529,23,1169,958,1783,1192,2741,12017.39015,28010.74091,17.5402053,491314.1463,27295.23035,9.336913638,,1.0,LargeClass
3033,1426,1457,140,154,869,553,20,650,431,834,670,1265,6160.230902,11875.84187,12.83076923,152376.1864,8465.343689,3.958613955,,1.0,LargeClass
353,212,203,34,30,58,62,12,95,56,112,107,168,667.1558328,1132.566454,7.073684211,8011.417441,445.0787467,0.377522151,,1.0,LargeClass
242,151,174,14,13,2,53,13,76,43,80,89,123,522.9482074,796.515212,6.842105263,5449.840924,302.7689402,0.265505071,,1.0,LargeClass
286,158,185,31,25,11,65,13,88,54,110,101,164,616.5356988,1091.946683,8.125,8872.066801,492.8926,0.363982228,,1.0,LargeClass
385,227,278,36,25,26,56,16,89,51,98,105,149,640.3402754,1000.422582,8.808988764,8812.711285,489.5950714,0.333474194,,1.0,LargeClass
259,153,203,19,11,11,34,13,71,39,77,84,116,484.7377618,741.508821,7.049295775,5227.114999,290.3952777,0.247169607,,1.0,LargeClass
1081,680,847,115,105,9,120,20,257,163,316,277,479,2143.884071,3886.482498,12.29571984,47787.09997,2654.838887,1.295494166,,1.0,LargeClass
620,399,469,58,59,11,81,17,234,159,304,251,463,1911.152213,3690.824665,11.04273504,40756.79887,2264.266604,1.230274888,,1.0,LargeClass
205,136,145,7,6,28,26,10,73,43,83,83,126,485.0764737,803.2549683,5.684931507,4566.449478,253.6916376,0.267751656,,1.0,LargeClass
765,510,580,21,20,56,109,19,279,166,329,298,495,2347.340469,4068.488418,11.20250896,45577.27795,2532.070997,1.356162806,,1.0,LargeClass
923,613,732,41,38,25,128,15,311,213,393,326,606,2633.923068,5059.329261,9.477491961,47949.75241,2663.875134,1.686443087,,1.0,LargeClass
364,173,228,65,67,21,48,14,71,43,85,85,128,489.9350144,820.4020398,8.38028169,6875.200193,381.9555663,0.273467347,,1.0,LargeClass
172,111,103,8,8,39,22,6,21,16,32,27,48,107.7484409,228.2346001,4.571428571,1043.358172,57.96434288,0.0760782,,1.0,LargeClass
228,123,148,11,12,27,41,10,78,59,106,88,165,523.480654,1065.806217,6.794871795,7242.016603,402.3342557,0.355268739,,1.0,LargeClass
584,233,253,119,120,97,114,16,117,75,146,133,221,867.8326722,1559.217418,9.982905983,15565.52089,864.7511607,0.519739139,,1.0,LargeClass
271,87,86,22,27,97,61,11,37,22,43,48,65,230.8035223,363.0225625,6.391891892,2320.400974,128.9111652,0.121007521,,1.0,LargeClass
648,427,564,0,0,0,84,5,148,142,280,153,422,1078.608739,3062.61767,4.72972973,14485.35384,804.7418802,1.020872557,,1.0,LargeClass
929,474,789,39,39,4,97,14,139,113,220,153,333,1042.835778,2416.710152,11.07913669,26775.06211,1487.503451,0.805570051,,1.0,LargeClass
414,173,218,40,39,119,38,6,125,209,359,131,568,886.2328106,3994.984265,8.616,34420.78443,1912.265801,1.331661422,,1.0,LargeClass
700,306,350,56,55,77,218,15,119,72,136,134,208,879.0866728,1469.746552,8.571428571,12597.82759,699.8793103,0.489915517,,1.0,LargeClass
1119,579,620,52,55,231,213,16,290,191,370,306,561,2436.173636,4632.39458,10.20689655,47282.37226,2626.798459,1.544131527,,1.0,LargeClass
808,191,144,9,9,491,164,7,19,11,20,26,31,100.3621072,145.7136313,3.684210526,536.8396941,29.82442745,0.04857121,,1.0,LargeClass
1756,873,1354,231,222,0,180,12,398,402,723,410,1125,3480.396149,9764.415112,10.89949749,106427.218,5912.623221,3.254805037,,1.0,LargeClass
1083,864,862,104,103,0,118,12,161,185,300,173,485,1223.297167,3605.79469,11.18012422,40313.23256,2239.624031,1.201931563,,1.0,LargeClass
51,39,40,1,1,0,10,5,20,13,21,25,34,98.04820237,157.8911105,2.625,414.4641649,23.02578694,0.05263037,,1.0,LargeClass
256,195,203,9,8,3,42,10,47,35,58,57,93,294.284957,542.4587713,6.170212766,3347.086036,185.9492242,0.18081959,,1.0,LargeClass
149,109,119,17,17,0,13,5,17,9,17,22,26,81.09650878,115.9452221,2.5,289.8630552,16.10350307,0.038648407,,1.0,LargeClass
430,340,338,44,44,0,48,6,75,58,80,81,138,482.6711768,874.8993004,3.2,2799.677761,155.5376534,0.2916331,,1.0,LargeClass
206,171,149,2,29,0,28,15,59,41,79,74,120,405.6792988,745.1344039,10.04237288,7482.91753,415.7176406,0.248378135,,1.0,LargeClass
1140,750,767,106,107,119,147,19,197,208,362,216,570,1582.254831,4420.285876,17.45685279,77164.27984,4286.904436,1.473428625,,1.0,LargeClass
196,117,137,6,5,0,54,8,129,66,131,137,197,928.4483159,1398.31232,4.062015504,5679.966324,315.5536847,0.466104107,,1.0,LargeClass
58,82,50,0,0,0,8,4,20,10,20,24,30,94.4385619,137.548875,2.0,275.09775,15.28320834,0.045849625,,1.0,LargeClass
181,118,133,10,10,0,38,8,162,81,169,170,250,1213.0557,1852.347734,4.172839506,7729.549804,429.4194335,0.617449245,,1.0,LargeClass
1362,706,737,22,19,430,176,17,267,165,304,284,469,2221.692682,3822.231399,9.677902622,36991.18328,2055.065738,1.274077133,,1.0,LargeClass
697,536,588,32,24,0,85,12,248,158,286,260,444,2015.660235,3561.931309,6.919354839,24646.26664,1369.237035,1.187310436,,1.0,LargeClass
65,47,56,1,0,0,9,4,12,7,12,16,19,51.01955001,76.0,2.0,152.0,8.444444444,0.025333333,,1.0,LargeClass
195,122,131,42,43,0,21,9,57,34,63,66,97,361.0040558,586.3062296,4.973684211,2916.102037,162.0056687,0.19543541,,1.0,LargeClass
45,24,38,0,0,0,7,2,5,3,6,7,9,13.60964047,25.2661943,1.2,30.31943316,1.684412953,0.008422065,,1.0,LargeClass
641,401,442,53,61,50,88,11,174,103,193,185,296,1333.125916,2229.288912,6.100574713,13599.94357,755.5524203,0.743096304,,1.0,LargeClass
336,186,182,1,1,85,68,14,78,55,105,92,160,543.564342,1043.769913,9.423076923,9835.52418,546.41801,0.347923304,,1.0,LargeClass
239,168,168,2,2,0,69,5,24,13,25,29,38,121.6487405,184.6032778,2.604166667,480.7377026,26.70765015,0.061534426,,1.0,LargeClass
309,253,264,5,6,0,39,4,28,22,39,32,61,142.6059378,305.0,2.785714286,849.6428571,47.20238095,0.101666667,,1.0,LargeClass
247,166,176,31,32,0,39,9,39,24,44,48,68,234.6600115,379.77745,5.076923077,1928.1009,107.1167167,0.126592483,,1.0,LargeClass
454,220,225,82,82,115,32,13,81,53,97,94,150,561.6335666,983.1883278,7.783950617,7653.089391,425.1716328,0.327729443,,1.0,LargeClass
615,485,486,80,79,0,50,11,95,82,137,106,219,662.1900306,1473.41458,7.931578947,11686.50406,649.2502255,0.491138193,,1.0,LargeClass
532,420,430,65,65,0,37,10,138,173,316,148,489,1014.195656,3525.422696,11.44927536,40363.53521,2242.418623,1.175140899,,1.0,LargeClass
278,212,214,43,43,0,21,9,87,92,171,96,263,589.0654092,1731.845138,8.844827586,15317.87165,850.9928694,0.577281713,,1.0,LargeClass
648,445,523,90,90,0,35,12,63,59,91,75,150,419.5881852,934.3228036,8.666666667,8097.464298,449.8591276,0.311440935,,1.0,LargeClass
506,388,409,66,66,0,31,9,79,121,177,88,298,526.5280041,1924.910622,10.08227848,19407.48495,1078.193608,0.641636874,,1.0,LargeClass
794,196,172,8,8,477,137,10,48,36,68,58,104,301.297481,609.2300235,7.083333333,4315.379333,239.7432963,0.203076674,,1.0,LargeClass
944,355,334,18,18,412,180,16,122,74,141,138,215,909.5499552,1528.332758,9.245901639,14130.81435,785.0452419,0.509444253,,1.0,LargeClass
530,344,443,21,21,0,66,11,62,55,72,73,127,407.213919,786.107719,6.387096774,5020.946076,278.9414487,0.262035906,,1.0,LargeClass
222,166,139,27,54,0,29,2,60,30,60,62,90,356.4134357,535.8776679,1.0,535.8776679,29.77098155,0.178625889,,1.0,LargeClass
237,173,151,29,56,0,30,8,159,96,190,167,286,1186.74839,2111.739428,4.779874214,10093.84884,560.7693798,0.703913143,,1.0,LargeClass
251,168,168,27,54,0,29,4,64,33,64,68,97,392.0,590.4838956,2.0,1180.967791,65.60932173,0.196827965,,1.0,LargeClass
241,177,146,31,62,0,33,2,72,36,72,74,108,446.2346001,670.6209635,1.0,670.6209635,37.25672019,0.223540321,,1.0,LargeClass
448,254,271,49,49,73,55,13,92,56,105,105,161,648.2734163,1080.993528,7.418478261,8019.32699,445.5181661,0.360331176,,1.0,LargeClass
242,109,174,40,40,4,24,8,31,16,32,39,48,177.5800856,253.6993065,4.129032258,1047.53262,58.19625669,0.084566436,,1.0,LargeClass
827,451,577,65,60,110,80,14,166,103,191,180,294,1277.559515,2202.60481,8.054216867,17740.25682,985.5698231,0.734201603,,1.0,LargeClass
1349,1013,1063,74,72,41,173,4,38,27,40,42,67,207.4212455,361.2852673,2.105263158,760.6005628,42.25558682,0.120428422,,1.0,LargeClass
1817,1091,1318,182,211,184,104,6,91,53,101,97,154,607.7190873,1016.386578,3.32967033,3384.232231,188.0129017,0.338795526,,1.0,LargeClass
1132,662,641,35,51,235,205,19,262,147,283,281,430,2185.467449,3497.803318,10.26145038,35892.53519,1994.029733,1.165934439,,1.0,LargeClass
690,471,528,23,23,24,115,11,146,155,242,157,397,1087.768133,2895.964437,9.116438356,26400.88127,1466.715626,0.965321479,,1.0,LargeClass
889,512,697,56,39,27,126,18,398,277,545,416,822,3512.435249,7151.761448,12.3241206,88139.17061,4896.62059,2.383920483,,1.0,LargeClass
870,502,462,40,70,163,175,17,155,104,200,172,304,1197.286151,2257.584485,10.96774194,24760.60403,1375.589113,0.752528162,,1.0,LargeClass
522,273,307,4,4,137,74,14,206,139,273,220,412,1636.722078,3205.920202,9.276699029,29740.35683,1652.242046,1.068640067,,1.0,LargeClass
7112,2401,2624,291,264,2695,1529,23,1169,958,1783,1192,2741,12017.39015,28010.74091,17.5402053,491314.1463,27295.23035,9.336913638,,1.0,LargeClass
27,18,18,3,3,0,6,1,4,2,4,5,6,8.0,13.93156857,0.5,6.965784285,0.386988016,0.004643856,,0.0,LargeClass
70,51,49,11,11,0,10,5,14,9,16,19,25,64.91260938,106.1981878,2.857142857,303.4233938,16.85685521,0.035399396,,0.0,LargeClass
77,52,54,13,13,0,10,6,42,32,59,48,91,241.9871068,508.2315876,4.214285714,2141.833119,118.9907288,0.169410529,,0.0,LargeClass
71,49,51,11,11,0,9,6,35,26,48,41,74,195.0346806,396.4588483,4.114285714,1631.144976,90.61916534,0.132152949,,0.0,LargeClass
26,15,16,5,5,0,5,3,5,3,6,8,9,16.36452798,27.0,1.8,48.6,2.7,0.009,,0.0,LargeClass
35,22,25,4,4,0,6,1,2,1,2,3,3,2.0,4.754887502,0.5,2.377443751,0.132080208,0.001584963,,0.0,LargeClass
52,36,38,8,8,0,6,4,27,20,40,31,60,136.3819626,297.2517786,2.962962963,880.7460107,48.93033393,0.099083926,,0.0,LargeClass
62,45,45,6,6,0,11,1,1,1,1,2,2,0.0,2.0,0.5,1.0,0.055555556,0.000666667,,0.0,LargeClass
40,20,36,0,0,0,4,1,2,2,2,3,4,2.0,6.339850003,0.5,3.169925001,0.176106945,0.002113283,,0.0,LargeClass
74,54,51,9,9,0,14,1,3,2,4,4,6,4.754887502,12.0,0.666666667,8.0,0.444444444,0.004,,0.0,LargeClass
89,68,64,8,6,0,19,4,16,11,18,20,29,72.0,125.3359148,2.25,282.0058082,15.66698934,0.041778638,,0.0,LargeClass
55,45,47,0,0,0,8,3,9,7,13,12,20,33.28421252,71.69925001,2.166666667,155.348375,8.63046528,0.02389975,,0.0,LargeClass
82,68,68,1,1,0,13,5,21,14,25,26,39,103.8483064,183.317149,2.976190476,545.586753,30.31037517,0.061105716,,0.0,LargeClass
32,27,27,0,0,0,5,5,7,8,14,12,22,31.26112493,78.86917502,5.0,394.3458751,21.90810417,0.026289725,,0.0,LargeClass
67,54,56,1,1,0,10,8,28,36,69,36,105,158.6059378,542.8421252,9.857142857,5350.872376,297.2706876,0.180947375,,0.0,LargeClass
18,12,11,2,3,0,4,1,3,5,5,4,10,4.754887502,20.0,0.833333333,16.66666667,0.925925926,0.006666667,,0.0,LargeClass
33,25,25,0,0,0,8,4,14,8,15,18,23,61.30296891,95.90827503,2.142857143,205.5177322,11.41765179,0.031969425,,0.0,LargeClass
156,137,129,28,12,0,15,1,10,67,67,11,134,33.21928095,463.5638369,3.35,1552.938854,86.27438076,0.154521279,,0.0,LargeClass
28,22,22,0,0,0,6,3,5,3,5,8,8,16.36452798,24.0,1.5,36.0,2.0,0.008,,0.0,LargeClass
36,23,26,2,2,0,8,4,10,6,12,14,18,41.21928095,68.5323886,2.4,164.4777326,9.137651813,0.02284413,,0.0,LargeClass
126,92,106,1,2,0,18,15,58,32,63,73,95,398.3662567,588.0333331,8.146551724,4790.443964,266.1357758,0.196011111,,0.0,LargeClass
18,14,14,0,0,0,4,1,5,18,18,6,36,11.60964047,93.05865003,1.8,167.50557,9.305865003,0.03101955,,0.0,LargeClass
11,8,8,0,0,0,3,2,14,15,21,16,36,55.30296891,144.0,1.5,216.0,12.0,0.048,,0.0,LargeClass
109,92,96,2,2,0,11,6,169,147,273,175,420,1266.2584,3129.508667,4.846153846,15166.08046,842.5600257,1.043169556,,0.0,LargeClass
34,27,29,0,0,0,5,3,15,9,18,18,27,63.35824644,112.587975,1.8,202.6583551,11.2587975,0.037529325,,0.0,LargeClass
15,10,12,0,0,0,3,2,7,5,10,9,15,21.65148445,47.54887502,1.428571429,67.92696432,3.77372024,0.015849625,,0.0,LargeClass
42,34,35,1,1,0,6,5,27,16,31,32,47,139.991603,235.0,2.87037037,674.537037,37.47427984,0.078333333,,0.0,LargeClass
22,17,18,0,0,0,4,3,18,11,22,21,33,79.81353753,144.946475,1.833333333,265.7352041,14.76306689,0.048315492,,0.0,LargeClass
17,13,14,0,0,0,3,4,14,15,29,18,44,61.30296891,183.4767001,4.142857143,760.1177574,42.2287643,0.0611589,,0.0,LargeClass
61,48,47,0,1,0,13,3,10,6,12,13,18,37.97416845,66.60791493,1.8,119.8942469,6.660791493,0.022202638,,0.0,LargeClass
32,25,25,0,0,0,7,1,18,12,24,19,36,75.05865003,152.9253905,0.666666667,101.9502603,5.663903351,0.05097513,,0.0,LargeClass
34,23,25,4,4,0,5,2,6,3,6,8,9,17.509775,27.0,1.0,27.0,1.5,0.009,,0.0,LargeClass
23,15,16,4,4,0,3,5,12,9,18,17,27,54.62919048,110.3614967,3.75,413.8556127,22.99197848,0.036787166,,0.0,LargeClass
19,11,12,7,4,0,3,2,6,3,6,8,9,17.509775,27.0,1.0,27.0,1.5,0.009,,0.0,LargeClass
23,15,16,4,4,0,3,5,12,9,18,17,27,54.62919048,110.3614967,3.75,413.8556127,22.99197848,0.036787166,,0.0,LargeClass
66,47,53,0,1,0,12,10,32,19,34,42,53,193.2192809,285.7928234,5.3125,1518.274374,84.34857635,0.095264274,,0.0,LargeClass
336,70,65,4,8,204,59,8,20,11,20,28,31,110.4385619,149.0280026,4.0,596.1120103,33.11733391,0.049676001,,0.0,LargeClass
32,20,22,2,1,0,9,3,9,5,10,12,15,33.28421252,53.77443751,1.666666667,89.62406252,4.979114584,0.017924813,,0.0,LargeClass
104,79,77,5,5,0,22,2,6,13,24,8,37,17.509775,111.0,4.0,444.0,24.66666667,0.037,,0.0,LargeClass
40,29,29,4,4,0,7,1,1,1,1,2,2,0.0,2.0,0.5,1.0,0.055555556,0.000666667,,0.0,LargeClass
62,48,48,3,3,0,11,6,21,17,26,27,43,107.7484409,204.4601626,3.714285714,759.4234611,42.19019228,0.068153388,,0.0,LargeClass
64,24,38,10,10,0,16,1,6,6,6,7,12,15.509775,33.68825906,0.5,16.84412953,0.935784974,0.01122942,,0.0,LargeClass
40,33,33,3,3,0,4,4,10,6,12,14,18,41.21928095,68.5323886,2.4,164.4777326,9.137651813,0.02284413,,0.0,LargeClass
117,92,89,12,9,0,19,7,78,58,112,85,170,509.9128575,1089.596459,5.025641026,5475.920666,304.2178148,0.36319882,,0.0,LargeClass
224,77,75,15,15,100,34,9,37,28,47,46,75,221.2790995,414.2671467,5.716216216,2368.040582,131.5578101,0.138089049,,0.0,LargeClass
135,66,57,0,0,51,27,8,66,52,104,74,156,422.9300119,968.674725,6.303030303,6105.586146,339.1992303,0.322891575,,0.0,LargeClass
176,100,98,5,5,44,29,14,67,43,80,81,123,459.7309447,779.8015504,8.358208955,6517.744301,362.0969056,0.25993385,,0.0,LargeClass
193,162,171,8,2,4,16,11,169,112,217,180,329,1288.802373,2464.819669,7.062130178,17406.87736,967.0487425,0.821606556,,0.0,LargeClass
38,26,27,5,5,0,6,1,1,1,1,2,2,0.0,2.0,0.5,1.0,0.055555556,0.000666667,,0.0,LargeClass
70,44,44,13,11,0,15,10,15,11,21,25,32,91.82263988,148.6033981,7.0,1040.223787,57.79021036,0.049534466,,0.0,LargeClass
135,99,108,8,8,0,19,6,30,33,53,36,86,162.7164929,444.6135501,5.3,2356.451816,130.9139898,0.148204517,,0.0,LargeClass
72,55,59,6,3,0,10,5,54,54,99,59,153,322.3735656,900.0443866,4.583333333,4125.203438,229.1779688,0.300014796,,0.0,LargeClass
64,50,50,5,4,0,10,3,29,35,48,32,83,145.6363364,415.0,2.482758621,1030.344828,57.24137931,0.138333333,,0.0,LargeClass
29,23,22,3,3,0,4,3,15,13,26,18,39,63.35824644,162.6270751,2.6,422.8303951,23.49057751,0.054209025,,0.0,LargeClass
19,12,15,0,0,0,4,1,5,15,30,6,45,11.60964047,116.3233125,3.0,348.9699376,19.38721876,0.038774438,,0.0,LargeClass
56,46,48,0,0,0,8,2,25,28,32,27,60,118.0964047,285.2932501,1.28,365.1753602,20.28752001,0.09509775,,0.0,LargeClass
66,41,55,0,0,0,11,2,20,18,36,22,54,88.4385619,240.8093074,1.8,433.4567533,24.08093074,0.080269769,,0.0,LargeClass
56,39,44,0,1,0,11,3,6,3,6,9,9,20.26466251,28.52932501,1.5,42.79398752,2.377443751,0.009509775,,0.0,LargeClass
154,89,102,18,18,0,34,7,57,54,84,64,138,352.1262153,828.0,5.157894737,4270.736842,237.2631579,0.276,,0.0,LargeClass
36,20,24,4,4,0,8,4,17,12,23,21,35,77.4868683,153.7311098,2.705882353,415.9782971,23.10990539,0.051243703,,0.0,LargeClass
146,85,115,9,8,0,23,9,62,57,102,71,159,397.6894963,977.809792,7.403225806,7238.946686,402.1637048,0.325936597,,0.0,LargeClass
81,74,61,2,2,0,18,9,40,28,50,49,78,241.4064488,437.9473678,5.625,2463.453944,136.8585525,0.145982456,,0.0,LargeClass
250,161,177,32,32,0,41,7,20,26,34,27,60,106.0900464,285.2932501,5.95,1697.494838,94.30526879,0.09509775,,0.0,LargeClass
147,108,105,14,11,0,31,9,49,49,85,58,134,303.6501074,784.9694533,7.806122449,6127.567672,340.4204262,0.261656484,,0.0,LargeClass
58,47,48,0,0,0,10,8,21,12,24,29,36,116.2386659,174.8873158,4.571428571,799.4848723,44.41582624,0.058295772,,0.0,LargeClass
